,id,firstname,surname,born,died,bornCountry,bornCountryCode,bornCity,diedCountry,diedCountryCode,diedCity,gender,year,category,overallMotivation,share,motivation,name,city,country,age,anglosphere,gender_binary
589,569,Sully,Prudhomme,1839-03-16,1907-09-07,France,FR,Paris,France,FR,Châtenay,male,1901.0,literature,,1.0,"""in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect""",,,,62,0,1
590,571,Christian Matthias Theodor,Mommsen,1817-11-30,1903-11-01,Schleswig (now Germany),DE,Garding,Germany,DE,Charlottenburg,male,1902.0,literature,,1.0,"""the greatest living master of the art of historical writing, with special reference to his monumental work, <I>A history of Rome</I>""",,,,85,0,1
591,572,Bjørnstjerne Martinus,Bjørnson,1832-12-08,1910-04-26,Norway,NO,Kvikne,France,FR,Paris,male,1903.0,literature,,1.0,"""as a tribute to his noble, magnificent and versatile poetry, which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit""",,,,71,0,1
592,573,Frédéric,Mistral,1830-09-08,1914-03-25,France,FR,Maillane,France,FR,Maillane,male,1904.0,literature,,2.0,"""in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist""",,,,74,0,1
593,574,José,Echegaray y Eizaguirre,1832-04-19,1916-09-04,Spain,ES,Madrid,Spain,ES,Madrid,male,1904.0,literature,,2.0,"""in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama""",,,,72,0,1
594,575,Henryk,Sienkiewicz,1846-05-05,1916-11-15,Poland,PL,Wola Okrzejska,Switzerland,CH,Vevey,male,1905.0,literature,,1.0,"""because of his outstanding merits as an epic writer""",,,,59,0,1
595,576,Giosuè,Carducci,1835-07-27,1907-02-16,Tuscany (now Italy),IT,Val di Castello,Italy,IT,Bologna,male,1906.0,literature,,1.0,"""not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces""",,,,71,0,1
596,577,Rudyard,Kipling,1865-12-30,1936-01-18,British India (now India),IN,Bombay,United Kingdom,GB,London,male,1907.0,literature,,1.0,"""in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author""",,,,42,0,1
597,578,Rudolf Christoph,Eucken,1846-01-05,1926-09-14,East Friesland (now Germany),DE,Aurich,Germany,DE,Jena,male,1908.0,literature,,1.0,"""in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life""",,,,62,0,1
598,579,Selma Ottilia Lovisa,Lagerlöf,1858-11-20,1940-03-16,Sweden,SE,Mårbacka,Sweden,SE,Mårbacka,female,1909.0,literature,,1.0,"""in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings""",,,,51,0,0
599,580,Paul Johann Ludwig,Heyse,1830-03-15,1914-04-02,Prussia (now Germany),DE,Berlin,Germany,DE,Munich,male,1910.0,literature,,1.0,"""as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories""",,,,80,0,1
600,581,Count Maurice (Mooris) Polidore Marie Bernhard,Maeterlinck,1862-08-29,1949-05-06,Belgium,BE,Ghent,France,FR,Nice,male,1911.0,literature,,1.0,"""in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations""",,,,49,0,1
601,582,Gerhart Johann Robert,Hauptmann,1862-11-15,1946-06-06,Prussia (now Germany),DE,Bad Salzbrunn,Germany (now Poland),PL,Agnetendorf (now Jagniatków),male,1912.0,literature,,1.0,"""primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art""",,,,50,0,1
602,583,Rabindranath,Tagore,1861-05-07,1941-08-07,India,IN,Calcutta,India,IN,Calcutta,male,1913.0,literature,,1.0,"""because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West""",,,,52,0,1
603,584,Romain,Rolland,1866-01-29,1944-12-30,France,FR,Clamecy,France,FR,Vézelay,male,1915.0,literature,,1.0,"""as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings""",,,,49,0,1
604,585,Carl Gustaf Verner,von Heidenstam,1859-07-06,1940-05-20,Sweden,SE,Olshammar,Sweden,SE,Övralid,male,1916.0,literature,,1.0,"""in recognition of his significance as the leading representative of a new era in our literature""",,,,57,0,1
605,586,Karl Adolph,Gjellerup,1857-06-02,1919-10-11,Denmark,DK,Roholte,Germany,DE,Klotzsche,male,1917.0,literature,,2.0,"""for his varied and rich poetry, which is inspired by lofty ideals""",,,,60,0,1
606,587,Henrik,Pontoppidan,1857-07-24,1943-08-21,Denmark,DK,Fredericia,Denmark,DK,Ordrup,male,1917.0,literature,,2.0,"""for his authentic descriptions of present-day life in Denmark""",,,,60,0,1
607,588,Carl Friedrich Georg,Spitteler,1845-04-24,1924-12-29,Switzerland,CH,Liestal,Switzerland,CH,Lucerne,male,1919.0,literature,,1.0,"""in special appreciation of his epic, <I>Olympian Spring</I>""",,,,74,0,1
608,589,Knut Pedersen,Hamsun,1859-08-04,1952-02-19,Norway,NO,Lom,Norway,NO,Grimstad,male,1920.0,literature,,1.0,"""for his monumental work, <I>Growth of the Soil</I>""",,,,61,0,1
609,590,Anatole,France,1844-04-16,1924-10-12,France,FR,Paris,France,FR,Saint-Cyr-sur-Loire,male,1921.0,literature,,1.0,"""in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament""",,,,77,0,1
610,592,Jacinto,Benavente,1866-08-12,1954-07-14,Spain,ES,Madrid,Spain,ES,Madrid,male,1922.0,literature,,1.0,"""for the happy manner in which he has continued the illustrious traditions of the Spanish drama""",,,,56,0,1
611,593,William Butler,Yeats,1865-06-13,1939-01-28,Ireland,IE,Dublin,France,FR,Roquebrune-Cap-Martin,male,1923.0,literature,,1.0,"""for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation""",,,,58,0,1
612,594,Wladyslaw Stanislaw,Reymont,1867-05-07,1925-12-05,Russian Empire (now Poland),PL,Kobiele Wielkie,Poland,PL,Warsaw,male,1924.0,literature,,1.0,"""for his great national epic, <I>The Peasants</I>""",,,,57,0,1
613,596,George Bernard,Shaw,1856-07-26,1950-11-02,Ireland,IE,Dublin,United Kingdom,GB,Ayot St. Lawrence,male,1925.0,literature,,1.0,"""for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty""",,,,69,0,1
614,597,Grazia,Deledda,1871-09-27,1936-08-15,Italy,IT,"Nuoro, Sardinia",Italy,IT,Rome,female,1926.0,literature,,1.0,"""for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general""",,,,55,0,0
615,600,Henri,Bergson,1859-10-18,1941-01-04,France,FR,Paris,France,FR,Paris,male,1927.0,literature,,1.0,"""in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented""",,,,68,0,1
616,601,Sigrid,Undset,1882-05-20,1949-06-10,Denmark,DK,Kalundborg,Norway,NO,Lillehammer,female,1928.0,literature,,1.0,"""principally for her powerful descriptions of Northern life during the Middle Ages""",,,,46,0,0
617,602,Thomas,Mann,1875-06-06,1955-08-12,Germany,DE,Lübeck,Switzerland,CH,Zurich,male,1929.0,literature,,1.0,"""principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature""",,,,54,0,1
618,603,Sinclair,Lewis,1885-02-07,1951-01-10,USA,US,"Sauk Centre, MN",Italy,IT,Rome,male,1930.0,literature,,1.0,"""for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters""",,,,45,1,1
619,604,Erik Axel,Karlfeldt,1864-07-20,1931-04-08,Sweden,SE,Karlbo,Sweden,SE,Stockholm,male,1931.0,literature,,1.0,"""The poetry of Erik Axel Karlfeldt""",,,,67,0,1
620,605,John,Galsworthy,1867-08-14,1933-01-31,United Kingdom,GB,Kingston Hill,United Kingdom,GB,London,male,1932.0,literature,,1.0,"""for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>""",,,,65,1,1
621,606,Ivan Alekseyevich,Bunin,1870-10-22,1953-11-08,Russia,RU,Voronezh,France,FR,Paris,male,1933.0,literature,,1.0,"""for the strict artistry with which he has carried on the classical Russian traditions in prose writing""",,,,63,0,1
622,607,Luigi,Pirandello,1867-06-28,1936-12-10,Italy,IT,"Agrigento, Sicily",Italy,IT,Rome,male,1934.0,literature,,1.0,"""for his bold and ingenious revival of dramatic and scenic art""",,,,67,0,1
623,608,Eugene Gladstone,O'Neill,1888-10-16,1953-11-27,USA,US,"New York, NY",USA,US,"Boston, MA",male,1936.0,literature,,1.0,"""for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy""",,,,48,1,1
624,609,Roger,Martin du Gard,1881-03-23,1958-08-22,France,FR,Neuilly-sur-Seine,France,FR,Bellême,male,1937.0,literature,,1.0,"""for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>""",,,,56,0,1
625,610,Pearl,Buck,1892-06-26,1973-03-06,USA,US,"Hillsboro, WV",USA,US,"Danby, VT",female,1938.0,literature,,1.0,"""for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces""",,,,46,1,0
626,613,Frans Eemil,Sillanpää,1888-09-16,1964-06-03,Russian Empire (now Finland),FI,Hämeenkyrö,Finland,FI,Helsinki,male,1939.0,literature,,1.0,"""for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature""",,,,51,0,1
627,614,Johannes Vilhelm,Jensen,1873-01-20,1950-11-25,Denmark,DK,Farsø,Denmark,DK,Copenhagen,male,1944.0,literature,,1.0,"""for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold, freshly creative style""",,,,71,0,1
628,615,Gabriela,Mistral,1889-04-07,1957-01-10,Chile,CL,Vicuña,USA,US,"Hempstead, NY",female,1945.0,literature,,1.0,"""for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world""",,,,56,0,0
629,617,Hermann,Hesse,1877-07-02,1962-08-09,Germany,DE,Calw,Switzerland,CH,Montagnola,male,1946.0,literature,,1.0,"""for his inspired writings which, while growing in boldness and penetration, exemplify the classical humanitarian ideals and high qualities of style""",,,,69,0,1
630,618,André Paul Guillaume,Gide,1869-11-22,1951-02-19,France,FR,Paris,France,FR,Paris,male,1947.0,literature,,1.0,"""for his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight""",,,,78,0,1
631,619,Thomas Stearns,Eliot,1888-09-26,1965-01-04,USA,US,"St. Louis, MO",United Kingdom,GB,London,male,1948.0,literature,,1.0,"""for his outstanding, pioneer contribution to present-day poetry""",,,,60,1,1
632,620,William,Faulkner,1897-09-25,1962-07-06,USA,US,"New Albany, MS",USA,US,"Byhalia, MS",male,1949.0,literature,,1.0,"""for his powerful and artistically unique contribution to the modern American novel""",,,,52,1,1
633,621,Earl (Bertrand Arthur William),Russell,1872-05-18,1970-02-02,United Kingdom,GB,Trelleck,United Kingdom,GB,Penrhyndeudraeth,male,1950.0,literature,,1.0,"""in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought""",,,,78,1,1
634,622,Pär Fabian,Lagerkvist,1891-05-23,1974-07-11,Sweden,SE,Växjö,Sweden,SE,Stockholm,male,1951.0,literature,,1.0,"""for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind""",,,,60,0,1
635,623,François,Mauriac,1885-10-11,1970-09-01,France,FR,Bordeaux,France,FR,Paris,male,1952.0,literature,,1.0,"""for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life""",,,,67,0,1
636,624,Sir Winston Leonard Spencer,Churchill,1874-11-30,1965-01-24,United Kingdom,GB,Woodstock,United Kingdom,GB,London,male,1953.0,literature,,1.0,"""for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values""",,,,79,1,1
637,625,Ernest Miller,Hemingway,1899-07-21,1961-07-02,USA,US,"Oak Park, IL",USA,US,"Ketchum, ID",male,1954.0,literature,,1.0,"""for his mastery of the art of narrative, most recently demonstrated in <I>The Old Man and the Sea,</I> and for the influence that he has exerted on contemporary style""",,,,55,1,1
638,626,Halldór Kiljan,Laxness,1902-04-23,1998-02-08,Iceland,IS,Reykjavik,Iceland,IS,Reykjavik,male,1955.0,literature,,1.0,"""for his vivid epic power which has renewed the great narrative art of Iceland""",,,,53,0,1
639,627,Juan Ramón,Jiménez,1881-12-24,1958-05-29,Spain,ES,Moguer,Puerto Rico,PR,San Juan,male,1956.0,literature,,1.0,"""for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity""",,,,75,0,1
640,628,Albert,Camus,1913-11-07,1960-01-04,French Algeria (now Algeria),DZ,Mondovi,France,FR,Sens,male,1957.0,literature,,1.0,"""for his important literary production, which with clear-sighted earnestness illuminates the problems of the human conscience in our times""",,,,44,0,1
641,629,Boris Leonidovich,Pasternak,1890-02-10,1960-05-30,Russia,RU,Moscow,Russia,RU,Peredelkino,male,1958.0,literature,,1.0,"""for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition""",,,,68,0,1
642,630,Salvatore,Quasimodo,1901-08-20,1968-06-14,Italy,IT,Modica,Italy,IT,Naples,male,1959.0,literature,,1.0,"""for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times""",,,,58,0,1
643,631,Saint-John,Perse,1887-05-31,1975-09-20,Guadeloupe Island,GP,Pointe-à-Pitre,France,FR,Presqu'île-de-Giens,male,1960.0,literature,,1.0,"""for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time""",,,,73,0,1
644,633,Ivo,Andric,1892-10-10,1975-03-13,Bosnia (now Bosnia and Herzegovina),BA,Dolac,Yugoslavia (now Serbia),RS,Belgrade,male,1961.0,literature,,1.0,"""for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country""",,,,69,0,1
645,634,John,Steinbeck,1902-02-27,1968-12-20,USA,US,"Salinas, CA",USA,US,"New York, NY",male,1962.0,literature,,1.0,"""for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception""",,,,60,1,1
646,635,Giorgos,Seferis,1900-03-13,1971-09-20,Ottoman Empire (now Turkey),TR,Smyrna (now Izmir),Greece,GR,Athens,male,1963.0,literature,,1.0,"""for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture""",,,,63,0,1
647,637,Jean-Paul,Sartre,1905-06-21,1980-04-15,France,FR,Paris,France,FR,Paris,male,1964.0,literature,,1.0,"""for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age""",,,,59,0,1
648,638,Mikhail Aleksandrovich,Sholokhov,1905-05-24,1984-02-21,Russia,RU,Veshenskaya,USSR,RU,Veshenskaya,male,1965.0,literature,,1.0,"""for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people""",,,,60,0,1
649,639,Shmuel Yosef,Agnon,1888-07-17,1970-02-17,Austria-Hungary (now Ukraine),UA,Buczacz (now Buchach),Israel,IL,Rehovot,male,1966.0,literature,,2.0,"""for his profoundly characteristic narrative art with motifs from the life of the Jewish people""",,,,78,0,1
650,640,Nelly,Sachs,1891-12-10,1970-05-12,Germany,DE,Berlin,Sweden,SE,Stockholm,female,1966.0,literature,,2.0,"""for her outstanding lyrical and dramatic writing, which interprets Israel's destiny with touching strength"" ",,,,75,0,0
651,641,Miguel Angel,Asturias,1899-10-19,1974-06-09,Guatemala,GT,Guatemala City,Spain,ES,Madrid,male,1967.0,literature,,1.0,"""for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America""",,,,68,0,1
652,642,Yasunari,Kawabata,1899-06-11,1972-04-16,Japan,JP,Osaka,Japan,JP,Zushi,male,1968.0,literature,,1.0,"""for his narrative mastery, which with great sensibility expresses the essence of the Japanese mind""",,,,69,0,1
653,643,Samuel,Beckett,1906-04-13,1989-12-22,Ireland,IE,Dublin,France,FR,Paris,male,1969.0,literature,,1.0,"""for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation""",,,,63,0,1
654,644,Aleksandr Isayevich,Solzhenitsyn,1918-12-11,2008-08-03,Russia,RU,Kislovodsk,Russia,RU,Troitse-Lykovo,male,1970.0,literature,,1.0,"""for the ethical force with which he has pursued the indispensable traditions of Russian literature""",,,,52,0,1
655,645,Pablo,Neruda,1904-07-12,1973-09-23,Chile,CL,Parral,Chile,CL,Santiago,male,1971.0,literature,,1.0,"""for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams""",,,,67,0,1
656,647,Heinrich,Böll,1917-12-21,1985-07-16,Germany,DE,Cologne,West Germany (now Germany),DE,Bornheim-Merten,male,1972.0,literature,,1.0,"""for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature""",,,,55,0,1
657,648,Patrick,White,1912-05-28,1990-09-30,United Kingdom,GB,London,Australia,AU,Sydney,male,1973.0,literature,,1.0,"""for an epic and psychological narrative art which has introduced a new continent into literature""",,,,61,1,1
658,649,Eyvind,Johnson,1900-07-29,1976-08-25,Sweden,SE,Svartbjörnsbyn,Sweden,SE,Stockholm,male,1974.0,literature,,2.0,"""for a narrative art, far-seeing in lands and ages, in the service of freedom""",,,,74,0,1
659,650,Harry,Martinson,1904-05-06,1978-02-11,Sweden,SE,Jämshög,Sweden,SE,Stockholm,male,1974.0,literature,,2.0,"""for writings that catch the dewdrop and reflect the cosmos""",,,,70,0,1
660,651,Eugenio,Montale,1896-10-12,1981-09-12,Italy,IT,Genoa,Italy,IT,Milan,male,1975.0,literature,,1.0,"""for his distinctive poetry which, with great artistic sensitivity, has interpreted human values under the sign of an outlook on life with no illusions""",,,,79,0,1
661,652,Saul,Bellow,1915-06-10,2005-04-05,Canada,CA,Montreal,USA,US,"Brookline, MA",male,1976.0,literature,,1.0,"""for the human understanding and subtle analysis of contemporary culture that are combined in his work""",,,,61,1,1
662,653,Vicente,Aleixandre,1898-04-26,1984-12-14,Spain,ES,Sevilla,Spain,ES,Madrid,male,1977.0,literature,,1.0,"""for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society, at the same time representing the great renewal of the traditions of Spanish poetry between the wars""",,,,79,0,1
